Date,Time,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,AQI
27/8/2004,20:00:00,2.4,,,,,124,,,,,,181788
27/8/2004,21:00:00,1.8,,,,,112,,,,,,182868
27/8/2004,22:00:00,1.7,,,,,99,,,,,,183928
27/8/2004,23:00:00,1.2,,,,,85,,,,,,185148
28/8/2004,00:00:00,0.8,,,,,69,,,,,,186508
28/8/2004,01:00:00,0.7,,,,,58,,,,,,187408
28/8/2004,02:00:00,0.6,,,,,49,,,,,,188148
28/8/2004,03:00:00,0.6,835,3.8,699,912,,1361,796,19.8,59.3,1.3505,884.7366384
28/8/2004,04:00:00,0.6,792,2.5,621,1015,56,1322,714,20.0,59.3,1.3681,1074.006222
28/8/2004,05:00:00,0.4,749,1.7,559,1145,33,1255,584,22.5,48.6,1.3077,1082.907151
28/8/2004,06:00:00,0.5,803,3.4,676,975,39,1303,676,19.5,57.0,1.2739,985.385207
28/8/2004,07:00:00,0.7,818,4.3,726,921,43,1330,685,19.6,56.1,1.2651,967.9041572
28/8/2004,08:00:00,1.2,932,7.1,861,767,62,1483,894,20.7,53.3,1.2870,957.117357
28/8/2004,09:00:00,1.7,977,8.3,913,744,81,1512,977,24.7,41.8,1.2839,987.713208
28/8/2004,10:00:00,1.8,1011,9.1,945,733,102,1570,1034,29.9,30.5,1.2616,1007.079504
28/8/2004,11:00:00,1.5,975,7.7,887,829,86,1478,737,32.3,27.2,1.2933,1069.862443
28/8/2004,12:00:00,1.2,958,7.2,867,828,37,1468,660,34.3,24.5,1.3021,1050.178743
28/8/2004,13:00:00,1.1,903,5.8,805,886,64,1361,581,33.4,22.5,1.1398,938.2088666
28/8/2004,14:00:00,,854,3.5,684,1020,,1294,456,32.7,22.8,1.1069,600.3202921
28/8/2004,15:00:00,,890,4.7,749,953,,1332,483,34.5,20.5,1.1028,590.2660418
28/8/2004,16:00:00,,962,6.7,845,877,,1379,575,35.9,20.3,1.1800,628.582153
28/8/2004,17:00:00,,1028,8.9,934,786,,1481,707,35.8,23.0,1.3323,687.2819183
28/8/2004,18:00:00,,1031,8.0,901,775,,1502,628,33.5,29.0,1.4797,729.2283557
28/8/2004,19:00:00,,1087,9.0,938,690,,1613,747,29.8,39.6,1.6324,737.1953865
28/8/2004,20:00:00,,1029,7.1,862,727,,1539,733,27.9,43.1,1.6004,704.1974554
28/8/2004,21:00:00,,1070,8.8,932,685,,1648,847,27.3,44.5,1.5885,698.6402771
28/8/2004,22:00:00,,1059,8.4,914,697,,1617,895,26.0,47.6,1.5806,689.2258065
28/8/2004,23:00:00,,1125,9.3,952,646,,1690,995,25.3,52.9,1.6765,706.190428
29/8/2004,00:00:00,,1062,6.4,829,714,,1592,846,24.5,56.3,1.7026,702.0343197
29/8/2004,01:00:00,,1049,6.9,853,699,,1605,882,23.5,59.8,1.7141,702.5101432
29/8/2004,02:00:00,,999,7.3,871,711,,1580,909,22.6,62.6,1.6945,709.7030618
29/8/2004,03:00:00,,947,5.9,808,768,,1537,851,21.8,64.6,1.6721,709.7738236
29/8/2004,04:00:00,,904,4.8,753,809,,1529,766,21.0,66.9,1.6454,699.0821321
29/8/2004,05:00:00,,894,3.5,681,843,,1476,765,21.2,66.4,1.6468,689.77476
29/8/2004,06:00:00,,875,3.0,654,897,,1463,752,21.0,66.5,1.6344,714.4836663
29/8/2004,07:00:00,,870,2.8,637,947,,1445,716,21.3,64.1,1.6043,734.1371935
29/8/2004,08:00:00,,952,4.8,756,809,,1518,825,22.7,58.1,1.5856,683.2819903
29/8/2004,09:00:00,,949,3.9,705,859,,1460,691,25.1,51.8,1.6304,728.7506338
29/8/2004,10:00:00,,1028,6.9,854,776,,1561,761,29.5,39.0,1.5868,740.2621289
29/8/2004,11:00:00,,1003,6.8,849,800,,1511,710,32.3,31.8,1.5128,733.9034468
29/8/2004,12:00:00,,934,5.0,763,872,,1435,567,33.6,28.9,1.4792,735.1965318
29/8/2004,13:00:00,,872,4.0,710,956,,1377,493,31.9,28.2,1.3116,677.6485493
29/8/2004,14:00:00,,852,3.5,684,982,,1343,477,32.5,25.9,1.2437,650.3686532
29/8/2004,15:00:00,,881,4.1,715,955,,1352,502,34.1,23.4,1.2307,645.5684309
29/8/2004,16:00:00,,942,5.4,783,898,,1397,568,36.2,21.4,1.2664,663.4267454
29/8/2004,17:00:00,,1038,8.6,925,746,,1534,714,35.6,22.6,1.2984,639.9528983
29/8/2004,18:00:00,,1042,8.8,932,752,,1530,717,33.6,25.7,1.3101,644.5453234
29/8/2004,19:00:00,,1181,13.7,1107,590,,1807,935,29.9,35.2,1.4603,669.1221807
29/8/2004,20:00:00,,1116,11.8,1044,613,,1694,954,28.3,39.2,1.4826,657.8818778
29/8/2004,21:00:00,,1062,8.6,923,697,,1602,839,27.0,43.0,1.5118,668.1025509
29/8/2004,22:00:00,,1085,9.2,948,680,,1635,880,26.2,46.8,1.5669,688.2605558
29/8/2004,23:00:00,,1161,12.2,1057,613,,1764,1026,25.1,51.5,1.6210,711.6924901
30/8/2004,00:00:00,,1053,7.8,891,690,,1589,898,24.1,55.3,1.6363,686.3628492
30/8/2004,01:00:00,,956,4.5,740,831,,1474,717,23.8,57.8,1.6770,737.4397706
30/8/2004,02:00:00,,859,2.9,646,951,,1376,607,23.7,56.2,1.6255,762.9586795
30/8/2004,03:00:00,,813,1.8,566,1123,,1328,501,24.8,52.2,1.6086,857.4740303
30/8/2004,04:00:00,,815,1.7,565,1127,,1350,541,22.9,59.4,1.6353,865.3261921
30/8/2004,05:00:00,,902,3.9,706,877,,1463,708,22.0,62.3,1.6266,726.610225
30/8/2004,06:00:00,,1017,7.6,885,726,,1609,884,21.5,64.0,1.6256,695.2101736
30/8/2004,07:00:00,,1336,23.3,1385,477,,2133,1357,22.6,60.3,1.6287,772.7385861
30/8/2004,08:00:00,,1393,30.7,1567,416,,2381,1562,23.8,56.5,1.6400,837.1302357
30/8/2004,09:00:00,,1271,20.4,1308,517,,2007,1411,25.7,50.6,1.6475,786.5299494
30/8/2004,10:00:00,,1169,13.7,1107,607,,1818,1175,27.8,45.4,1.6751,771.8241139
30/8/2004,11:00:00,,1143,11.8,1043,643,,1747,1079,29.9,39.6,1.6397,760.3124476
30/8/2004,12:00:00,,1084,10.1,980,679,,1653,923,31.6,34.7,1.5890,739.9812956
30/8/2004,13:00:00,,1051,9.3,950,715,,1644,748,31.5,34.4,1.5665,741.6290734
30/8/2004,14:00:00,,1020,7.6,882,765,,1553,635,31.2,35.0,1.5669,744.23118
30/8/2004,15:00:00,,1111,13.1,1088,635,,1719,884,33.0,31.4,1.5583,753.7778505
30/8/2004,16:00:00,,1125,12.2,1056,645,,1716,929,33.8,29.2,1.5143,727.517031
30/8/2004,17:00:00,,1099,11.9,1048,657,,1711,779,33.0,29.5,1.4613,703.3419245
30/8/2004,18:00:00,,1132,14.1,1121,611,,1757,906,32.3,30.2,1.4347,689.1729932
30/8/2004,19:00:00,,1077,11.3,1025,629,,1677,772,28.4,38.4,1.4616,651.2253528
30/8/2004,20:00:00,,1076,10.3,988,648,,1649,883,26.9,43.2,1.5052,659.9911438
30/8/2004,21:00:00,,1070,10.8,1008,656,,1649,963,26.0,43.6,1.4407,642.6846032
30/8/2004,22:00:00,,1052,9.4,956,675,,1581,987,25.0,47.6,1.4872,647.6965702
30/8/2004,23:00:00,,988,7.1,862,736,,1539,893,24.6,50.9,1.5508,673.1185442
31/8/2004,00:00:00,,926,5.1,769,836,,1467,801,24.0,55.6,1.6381,740.7245344
31/8/2004,01:00:00,,925,4.7,749,826,,1482,739,23.5,58.3,1.6672,732.3913647
31/8/2004,02:00:00,,869,2.9,648,953,,1401,644,22.7,60.8,1.6519,772.7818113
31/8/2004,03:00:00,,832,2.1,593,1049,,1347,558,24.1,55.5,1.6481,828.4616655
31/8/2004,04:00:00,,854,2.9,645,954,,1399,602,22.5,60.9,1.6424,767.6161163
31/8/2004,05:00:00,,913,4.3,726,861,,1487,737,22.0,64.5,1.6847,749.6887234
31/8/2004,06:00:00,,976,6.6,840,756,,1555,885,22.3,62.9,1.6754,721.0445248
31/8/2004,07:00:00,,1309,21.0,1323,505,,2098,1360,23.1,60.0,1.6711,783.2771457
31/8/2004,08:00:00,,1333,26.2,1460,443,,2231,1455,24.7,55.1,1.6872,825.763231
31/8/2004,09:00:00,,1209,16.1,1182,546,,1911,1255,27.7,46.1,1.6852,767.1615131
31/8/2004,10:00:00,,1180,15.3,1157,568,,1874,1202,29.8,38.8,1.6029,743.8916593
31/8/2004,11:00:00,,1204,16.5,1196,552,,1884,1250,31.5,32.6,1.4780,700.8561883
31/8/2004,12:00:00,,1143,14.1,1119,610,,1770,1103,31.8,30.5,1.4083,673.014916
31/8/2004,13:00:00,,1120,12.2,1058,626,,1716,1049,31.4,31.8,1.4410,669.3972889
31/8/2004,14:00:00,2.9,1030,8.9,935,726,,1583,791,32.5,28.7,1.3796,937.7140327
31/8/2004,15:00:00,1.9,1058,11.0,1016,673,101,1625,832,33.8,25.8,1.3338,1071.39041
31/8/2004,16:00:00,1.4,1040,7.6,882,756,71,1560,635,34.5,28.6,1.5393,1216.631088
31/8/2004,17:00:00,2,1093,10.1,981,666,82,1676,733,32.7,33.0,1.5987,1243.32663
31/8/2004,18:00:00,2.7,1184,14.1,1119,594,104,1806,912,31.4,35.4,1.5972,1267.017714
31/8/2004,19:00:00,2.8,1180,14.1,1121,568,105,1816,947,27.7,43.5,1.5920,1226.691142
31/8/2004,20:00:00,2,1079,10.3,988,633,87,1694,899,26.2,47.8,1.5979,1191.55315
31/8/2004,21:00:00,2.1,1095,11.5,1032,621,98,1730,984,25.7,48.7,1.5825,1198.617324
31/8/2004,22:00:00,2,1073,10.9,1009,639,105,1655,955,25.2,50.1,1.5800,1200.949455
31/8/2004,23:00:00,1.8,1063,10.4,991,655,104,1672,966,24.4,53.4,1.6031,1217.044244
1/9/2004,00:00:00,1.9,1046,9.5,960,671,96,1637,899,23.7,55.4,1.6031,1204.773904
1/9/2004,01:00:00,1.3,953,7.0,858,742,79,1544,780,22.8,58.5,1.5992,1188.570756
1/9/2004,02:00:00,0.7,864,3.3,673,947,61,1412,636,22.8,58.5,1.5985,1243.696923
1/9/2004,03:00:00,0.5,829,2.6,628,994,,1378,577,22.3,59.7,1.5889,1082.913321
1/9/2004,04:00:00,0.5,838,2.8,639,963,48,1391,596,20.8,64.9,1.5710,1200.35137
1/9/2004,05:00:00,0.6,913,4.3,728,802,63,1418,887,19.7,66.8,1.5184,1085.358345
1/9/2004,06:00:00,1.3,1039,8.5,921,687,92,1556,1115,19.8,64.3,1.4678,1075.32352
1/9/2004,07:00:00,3.6,1252,20.9,1320,499,99,2001,1374,20.6,62.3,1.4915,1163.611252
1/9/2004,08:00:00,4.9,1410,35.2,1669,393,117,2555,1644,23.2,54.0,1.5143,1309.505112
1/9/2004,09:00:00,3.9,1217,18.7,1261,533,142,1941,1375,26.3,43.1,1.4542,1180.063176
1/9/2004,10:00:00,2.2,1114,12.8,1077,633,121,1705,1199,29.1,35.4,1.4008,1117.428423
1/9/2004,11:00:00,1.9,1026,11.2,1020,689,122,1603,992,30.0,31.6,1.3176,1066.188558
1/9/2004,12:00:00,2.2,1051,13.3,1094,646,108,1675,966,32.4,26.3,1.2594,1026.105665
1/9/2004,13:00:00,2,1027,11.3,1024,700,80,1588,814,31.3,29.1,1.3054,1048.478519
1/9/2004,14:00:00,1.7,996,10.4,992,722,93,1580,727,31.1,28.6,1.2718,1027.926726
1/9/2004,15:00:00,2,1028,12.3,1060,686,108,1601,806,33.3,24.4,1.2320,1016.866745
1/9/2004,16:00:00,2.1,1030,12.3,1060,705,118,1588,852,35.5,21.2,1.2022,1016.60138
1/9/2004,17:00:00,3.2,1133,19.4,1280,595,149,1791,1093,34.6,22.0,1.1890,1040.944097
1/9/2004,18:00:00,4,1180,21.5,1339,567,171,1868,1211,33.3,23.6,1.1842,1050.249804
1/9/2004,19:00:00,4.4,1261,25.7,1446,528,154,2061,1346,30.0,28.5,1.1896,1056.790447
1/9/2004,20:00:00,3,1093,14.5,1133,599,122,1708,1200,28.0,33.0,1.2264,977.8772706
1/9/2004,21:00:00,2.2,1068,11.4,1029,650,126,1612,1192,27.2,37.4,1.3279,1043.940512
1/9/2004,22:00:00,1.7,1031,9.5,958,700,121,1560,1074,26.6,39.9,1.3657,1069.973113
1/9/2004,23:00:00,1.9,1055,11.6,1037,635,125,1632,1161,25.3,41.7,1.3247,1026.699121
2/9/2004,00:00:00,2,1060,11.4,1029,622,126,1663,1210,24.3,44.7,1.3432,1025.980139
2/9/2004,01:00:00,1.5,962,7.5,880,726,96,1484,1050,24.4,45.6,1.3779,1039.533156
2/9/2004,02:00:00,0.8,874,5.3,776,846,73,1416,873,23.1,49.9,1.3891,1064.456703
2/9/2004,03:00:00,0.6,832,3.1,661,977,,1312,766,22.7,51.3,1.3977,956.5074956
2/9/2004,04:00:00,0.6,834,4.0,709,907,65,1348,835,21.8,54.1,1.4004,1075.56082
2/9/2004,05:00:00,0.7,865,4.6,745,866,90,1394,901,21.0,56.9,1.3999,1073.838652
2/9/2004,06:00:00,0.8,903,5.8,803,819,58,1471,853,21.8,55.5,1.4323,1077.598604
2/9/2004,07:00:00,2.9,1236,20.0,1297,542,27,1997,1321,21.6,57.2,1.4607,1121.443053
2/9/2004,08:00:00,5.2,1464,30.0,1552,419,67,2366,1738,22.8,54.2,1.4886,1214.628274
2/9/2004,09:00:00,3.3,1258,18.7,1261,514,96,1940,1603,26.2,45.0,1.5098,1181.673779
2/9/2004,10:00:00,,1203,15.8,1174,577,,1824,1426,30.8,34.8,1.5165,722.7972593
2/9/2004,11:00:00,,1156,14.3,1127,616,,1767,1295,34.1,28.8,1.5105,740.6974212
2/9/2004,12:00:00,,1106,14.4,1130,623,,1726,1093,35.9,24.7,1.4370,718.6907684
2/9/2004,13:00:00,,1008,11.6,1037,697,,1587,803,33.7,25.1,1.2915,644.6942325
2/9/2004,14:00:00,,1011,11.1,1017,704,,1569,738,34.4,24.0,1.2790,637.0245259
2/9/2004,15:00:00,,1049,13.5,1100,667,,1635,870,36.4,20.3,1.2140,623.3499545
2/9/2004,16:00:00,,1053,13.7,1108,694,,1570,873,38.7,17.3,1.1729,628.6654489
2/9/2004,17:00:00,,1088,15.3,1159,666,,1626,889,37.2,18.9,1.1774,629.5137339
2/9/2004,18:00:00,,1248,26.0,1454,550,,1917,1599,36.1,20.0,1.1767,675.6173894
2/9/2004,19:00:00,,1374,28.6,1517,490,,2069,1704,32.8,29.4,1.4344,797.4785617
2/9/2004,20:00:00,,1213,17.0,1210,572,,1809,1424,30.0,35.9,1.4958,723.3745679
2/9/2004,21:00:00,,1108,12.0,1051,640,,1616,1199,28.7,38.2,1.4794,681.0385553
2/9/2004,22:00:00,,1071,10.1,982,649,,1557,1099,28.1,40.4,1.5120,665.8565214
2/9/2004,23:00:00,,1044,9.7,967,672,,1540,1133,27.4,41.4,1.4877,661.5446676
3/9/2004,00:00:00,,1045,9.6,964,666,,1554,1140,26.4,44.0,1.4919,653.6306844
3/9/2004,01:00:00,,1004,8.5,921,699,,1495,1092,24.9,47.9,1.4855,647.128232
3/9/2004,02:00:00,,944,5.7,796,784,,1407,1021,24.0,50.3,1.4760,641.5850627
3/9/2004,03:00:00,,868,3.1,657,921,,1356,764,25.2,47.9,1.5129,699.4067135
3/9/2004,04:00:00,,850,2.7,632,954,,1316,803,24.2,50.6,1.5011,701.7733944
3/9/2004,05:00:00,,873,3.3,668,911,,1354,744,23.1,55.0,1.5357,698.0160604
3/9/2004,06:00:00,,905,5.1,766,842,,1438,818,22.9,56.2,1.5522,700.0896013
3/9/2004,07:00:00,,1249,18.0,1239,540,,1953,1285,22.0,59.3,1.5523,705.6880149
3/9/2004,08:00:00,,1488,34.5,1653,388,,2537,1782,23.7,54.0,1.5627,822.5244618
3/9/2004,09:00:00,,1300,20.0,1296,489,,1989,1639,26.7,45.7,1.5747,727.7847456
3/9/2004,10:00:00,,1311,18.9,1267,524,,1941,1662,31.4,34.5,1.5599,754.8772506
3/9/2004,11:00:00,,1232,17.0,1210,565,,1832,1478,34.5,28.5,1.5324,756.7944129
3/9/2004,12:00:00,,1113,13.4,1096,635,,1636,1050,36.4,23.6,1.4064,697.4939239
3/9/2004,13:00:00,,1048,11.2,1021,698,,1570,846,35.1,23.2,1.2884,642.6782305
3/9/2004,14:00:00,,1054,11.6,1036,697,,1585,830,35.7,22.2,1.2765,644.5527342
3/9/2004,15:00:00,,1104,13.5,1102,670,,1609,1480,37.6,19.6,1.2534,650.55414
3/9/2004,16:00:00,,1130,13.9,1113,674,,1623,1127,38.8,17.6,1.1979,632.8280618
3/9/2004,17:00:00,4.6,1229,21.9,1348,565,,1830,1445,39.3,16.0,1.1138,845.6086838
3/9/2004,18:00:00,4.3,1347,23.2,1382,529,,1961,1543,37.0,23.6,1.4639,1092.200811
3/9/2004,19:00:00,4.9,1424,24.5,1417,488,,2092,1674,33.2,30.1,1.5095,1097.980173
3/9/2004,20:00:00,4,1305,16.3,1188,546,,1843,1524,31.0,33.1,1.4620,980.5045775
3/9/2004,21:00:00,2.6,1180,13.1,1088,619,,1662,1339,29.5,33.4,1.3562,905.1655208
3/9/2004,22:00:00,1.3,1029,8.1,904,709,,1460,992,29.1,36.7,1.4502,940.4504998
3/9/2004,23:00:00,1.5,1080,8.1,902,702,,1516,1048,27.8,40.7,1.5002,961.945528
4/9/2004,00:00:00,2.2,1197,11.4,1029,601,,1628,1362,26.0,45.3,1.4999,941.9878844
4/9/2004,01:00:00,1.2,1006,6.7,845,738,,1430,978,25.8,45.4,1.4870,942.5271273
4/9/2004,02:00:00,0.9,987,6.2,820,772,,1400,935,25.4,45.9,1.4684,941.780074
4/9/2004,03:00:00,0.8,958,4.5,735,816,,1409,906,25.2,46.4,1.4640,930.2620052
4/9/2004,04:00:00,0.8,962,4.7,747,813,,1431,913,23.0,52.7,1.4568,919.468553
4/9/2004,05:00:00,0.8,958,4.6,744,809,,1419,903,22.1,54.5,1.4337,896.8122588
4/9/2004,06:00:00,1,976,5.3,780,795,,1467,898,22.5,53.6,1.4422,911.4279186
4/9/2004,07:00:00,1.7,1088,9.1,945,636,,1613,1165,22.0,55.4,1.4436,874.0972466
4/9/2004,08:00:00,1.9,1159,11.0,1016,595,,1681,1260,23.4,51.6,1.4639,896.8468942
4/9/2004,09:00:00,2,1156,10.3,988,615,,1634,1250,26.7,43.0,1.4808,922.9247349
4/9/2004,10:00:00,2.2,1202,11.2,1021,649,,1644,1226,31.3,32.9,1.4771,982.8508325
4/9/2004,11:00:00,2.3,1226,12.9,1080,622,,1697,1188,34.8,27.1,1.4837,1012.210823
4/9/2004,12:00:00,2.3,1181,13.2,1091,638,,1637,1072,38.3,21.5,1.4263,1004.539049
4/9/2004,13:00:00,1.8,1062,9.8,969,729,,1459,782,37.1,21.2,1.3107,923.1206113
4/9/2004,14:00:00,1.4,1013,7.9,897,798,,1351,594,37.3,20.3,1.2771,913.4367149
4/9/2004,15:00:00,1.6,1029,8.3,913,787,,1373,607,38.3,19.3,1.2736,915.075724
4/9/2004,16:00:00,2.3,1144,11.9,1046,682,,1564,879,40.7,17.0,1.2793,918.3407918
4/9/2004,17:00:00,2.4,1159,12.3,1059,664,,1580,945,39.5,18.5,1.3076,928.5680891
4/9/2004,18:00:00,2.1,1113,10.0,978,705,,1538,946,36.6,22.6,1.3664,949.1452123
4/9/2004,19:00:00,1.8,1100,9.1,944,730,,1524,882,32.8,28.2,1.3842,947.4560672
4/9/2004,20:00:00,1.7,1037,7.8,890,765,,1408,735,30.7,30.7,1.3338,903.437664
4/9/2004,21:00:00,1.9,1055,10.3,988,720,,1490,874,30.1,28.7,1.2052,825.9764946
4/9/2004,22:00:00,1.6,980,8.0,901,812,,1369,731,29.7,25.4,1.0440,731.8920244
4/9/2004,23:00:00,2.6,1083,13.3,1094,706,,1537,926,29.6,24.3,0.9889,704.636638
5/9/2004,00:00:00,5.8,1399,30.3,1558,473,,2052,1652,28.0,29.1,1.0846,817.2183401
5/9/2004,01:00:00,3,1194,18.5,1255,555,,1694,1452,27.2,33.3,1.1788,807.2309427
5/9/2004,02:00:00,1.5,970,7.3,870,792,,1376,943,27.5,30.9,1.1155,751.9581159
5/9/2004,03:00:00,0.9,898,4.2,721,912,,1264,594,27.1,33.3,1.1762,804.637753
5/9/2004,04:00:00,1.1,929,5.1,769,879,,1335,607,26.4,35.1,1.1919,811.8809474
5/9/2004,05:00:00,0.9,913,4.4,734,864,,1338,646,25.6,37.6,1.2131,800.5160738
5/9/2004,06:00:00,0.7,854,2.2,600,1102,,1252,542,25.4,38.6,1.2352,908.6749836
5/9/2004,07:00:00,0.6,881,2.9,647,964,,1250,550,25.5,38.2,1.2296,838.0237383
5/9/2004,08:00:00,0.7,867,2.5,618,1042,,1231,488,27.0,34.3,1.2089,865.4904826
5/9/2004,09:00:00,0.8,885,2.8,638,1059,,1248,484,29.9,29.6,1.2296,909.7516646
5/9/2004,10:00:00,0.9,899,3.0,654,1037,,1254,481,31.9,26.8,1.2477,923.5177494
5/9/2004,11:00:00,1,886,2.7,633,1071,,1214,453,33.0,23.5,1.1583,872.2103783
5/9/2004,12:00:00,0.9,864,3.0,651,1096,,1193,443,34.5,19.3,1.0369,804.6189834
5/9/2004,13:00:00,0.7,822,2.4,611,1191,,1138,403,33.2,19.0,0.9533,768.9581556
5/9/2004,14:00:00,0.6,810,2.2,597,1255,,1106,361,32.2,20.5,0.9699,805.982584
5/9/2004,15:00:00,0.6,784,1.9,576,1327,,1060,342,32.6,17.5,0.8467,729.3958644
5/9/2004,16:00:00,0.8,823,2.7,633,1228,,1103,366,33.0,17.5,0.8683,722.2214595
5/9/2004,17:00:00,0.9,863,3.4,678,1153,,1139,434,32.9,17.5,0.8622,696.8222752
5/9/2004,18:00:00,1.1,880,4.3,728,1046,,1167,514,31.6,18.0,0.8243,631.9132764
5/9/2004,19:00:00,1.7,951,7.0,859,897,,1267,718,29.3,20.4,0.8162,594.4404421
5/9/2004,20:00:00,1.5,942,5.5,786,930,,1245,705,27.8,24.4,0.9002,645.6155074
5/9/2004,21:00:00,1.6,988,7.0,859,845,,1341,799,27.1,26.9,0.9524,663.0431105
5/9/2004,22:00:00,1.7,1008,6.7,845,832,,1349,856,26.3,29.5,0.9959,679.9181907
5/9/2004,23:00:00,1.3,965,5.1,769,878,,1315,667,25.9,32.9,1.0826,736.0138778
6/9/2004,00:00:00,1.3,957,4.1,717,911,,1322,579,25.3,36.9,1.1764,797.3615967
6/9/2004,01:00:00,1,921,3.2,666,954,,1288,480,24.8,40.1,1.2378,842.9188204
6/9/2004,02:00:00,0.6,854,1.7,562,1106,,1224,400,24.3,42.9,1.2906,931.8924958
6/9/2004,03:00:00,0.5,826,1.0,504,1250,,1204,385,24.0,45.5,1.3404,1038.638907
6/9/2004,04:00:00,,828,1.0,501,1281,,1189,385,23.9,47.4,1.3881,817.2467285
6/9/2004,05:00:00,0.4,892,1.9,580,1076,,1271,516,23.5,49.1,1.3991,994.1228674
6/9/2004,06:00:00,0.7,954,3.1,660,938,,1342,728,23.7,49.2,1.4195,948.1602515
6/9/2004,07:00:00,1.8,1120,7.8,890,728,,1546,1035,23.6,49.6,1.4247,909.2738161
6/9/2004,08:00:00,1.9,1096,8.5,921,716,,1534,988,24.3,45.4,1.3650,879.5413941
6/9/2004,09:00:00,1.7,1058,8.0,898,749,,1470,977,26.3,38.3,1.2932,852.4556841
6/9/2004,10:00:00,1.3,977,5.7,800,843,,1372,778,27.6,34.2,1.2464,844.1250322
6/9/2004,11:00:00,1.4,977,6.6,840,827,,1390,736,29.2,29.1,1.1586,796.3129758
6/9/2004,12:00:00,1.3,943,5.3,777,880,,1333,632,29.2,28.6,1.1423,791.5566537
6/9/2004,13:00:00,1.4,964,6.0,814,850,,1369,689,29.4,28.3,1.1434,789.8475138
6/9/2004,14:00:00,1.2,953,5.4,781,889,,1356,641,29.8,28.0,1.1558,810.0700786
6/9/2004,15:00:00,1.3,967,6.1,814,854,,1385,703,30.1,26.7,1.1217,779.4052614
6/9/2004,16:00:00,1.5,996,6.7,843,840,,1394,765,30.1,27.2,1.1406,795.3433024
6/9/2004,17:00:00,2.3,1091,11.7,1039,699,,1586,923,29.6,27.5,1.1229,775.8210917
6/9/2004,18:00:00,2.6,1114,13.5,1101,663,,1632,1057,29.6,27.7,1.1278,782.1762537
6/9/2004,19:00:00,2.9,1133,13.5,1101,647,,1669,1105,28.0,30.1,1.1226,765.0813931
6/9/2004,20:00:00,1.8,1031,8.5,921,731,,1490,897,26.8,33.8,1.1723,772.329373
6/9/2004,21:00:00,1.3,952,5.5,787,856,,1342,723,25.7,35.8,1.1600,781.7813236
6/9/2004,22:00:00,1.3,949,5.8,804,835,,1365,740,25.4,35.2,1.1255,751.9426535
6/9/2004,23:00:00,1.2,932,4.8,752,889,,1310,687,25.0,37.3,1.1614,785.5620448
7/9/2004,00:00:00,1.2,966,5.2,774,859,,1352,644,24.6,40.5,1.2362,825.950165
7/9/2004,01:00:00,0.8,888,3.0,653,973,,1272,497,24.2,43.8,1.3057,893.5453641
7/9/2004,02:00:00,0.6,847,2.7,634,1012,,1258,525,24.0,43.7,1.2876,897.5462274
7/9/2004,03:00:00,0.6,856,3.6,687,955,,1260,726,21.9,48.3,1.2522,850.5583841
7/9/2004,04:00:00,0.6,881,4.4,735,876,,1308,783,22.4,47.2,1.2593,826.7094505
7/9/2004,05:00:00,0.7,882,4.0,711,936,,1310,741,22.9,46.5,1.2861,875.6268982
7/9/2004,06:00:00,1.3,1016,7.7,888,776,64,1485,1040,23.1,47.0,1.3122,1003.379304
7/9/2004,07:00:00,2.5,1228,13.9,1113,628,72,1719,1324,23.7,46.2,1.3376,1032.373332
7/9/2004,08:00:00,3.4,1311,22.0,1350,529,73,1957,1486,25.8,41.9,1.3688,1108.607915
7/9/2004,09:00:00,2.1,1081,10.2,983,703,64,1546,1079,27.3,38.3,1.3669,1056.492453
7/9/2004,10:00:00,2.2,1104,10.4,993,705,74,1539,1081,31.0,29.1,1.2885,1020.861273
7/9/2004,11:00:00,1.7,991,8.0,898,787,89,1412,806,31.6,25.5,1.1638,941.8643248
7/9/2004,12:00:00,2.1,1008,10.1,980,755,,1465,825,32.5,21.2,1.0173,719.5657794
7/9/2004,13:00:00,2.2,986,10.7,1005,752,,1439,907,31.7,20.5,0.9428,671.2941567
7/9/2004,14:00:00,1.4,948,7.9,893,828,,1374,768,31.5,21.5,0.9768,695.0998747
7/9/2004,15:00:00,1.4,919,7.1,862,851,,1293,697,31.6,20.8,0.9562,681.9588855
7/9/2004,16:00:00,1.6,958,9.0,940,820,,1380,728,32.4,19.4,0.9279,673.3216448
7/9/2004,17:00:00,2.3,1037,11.2,1021,747,,1451,786,31.7,20.3,0.9336,667.2828446
7/9/2004,18:00:00,3.3,1120,16.0,1181,653,,1604,1028,31.1,21.0,0.9337,672.8444475
7/9/2004,19:00:00,4.1,1205,19.9,1294,579,,1744,1317,28.9,25.4,0.9933,711.1317847
7/9/2004,20:00:00,3.3,1172,15.3,1159,597,,1653,1290,27.4,30.8,1.1112,749.6316874
7/9/2004,21:00:00,2.2,1088,11.1,1019,668,,1554,1165,26.3,34.1,1.1453,754.2389466
7/9/2004,22:00:00,,1055,10.0,979,694,,1517,1086,25.4,35.2,1.1288,512.1709531
7/9/2004,23:00:00,,,,,,,,,,,,248188
8/9/2004,00:00:00,,,,,,,,,,,,248188
8/9/2004,01:00:00,,,,,,,,,,,,248188
8/9/2004,02:00:00,,,,,,,,,,,,248188
8/9/2004,03:00:00,,,,,,,,,,,,248188
